id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website
113225,21928,foseco india,india,$0.16 b,,,,,,,,$25.22,,,,foseco india,india,$0.15 b,,,,,,,,$24.35,,,
169264,108742,eaton corporation plc,ireland,,,,specialty industrial machinery,industrials,,,etn,,,,,eaton corporation plc,,$62.6b,,85947,industrial goods and machinery,,,$19.6b,,,,eaton house 30 pembroke road dublin d04y0c2,www.eaton.com
170989,97075,gf securities co. ltd,china,$18.44 b,,,capital markets,financials,,,000776,,,,,gf securities co. ltd,china,$18.44 b,,,capital markets,financials,,,000776,,,,
170933,97019,renesas electronics corp,japan,$19.73 b,,,semiconductors,technology,,,6723,,,,,renesas electronics corp,japan,$19.73 b,,,semiconductors,technology,,,6723,,,,
132693,1588,jones lang lasalle,united states,,1783,98200,construction,,christian ulbrich,$19.5b,,,,,,jones lang lasalle,usa,12.327 billion usd,,,,,,,,,,,
183890,109339,enel spa,,€63.49 billion,,66279,,,mr. francesco starace,,,,,,,enel spa,,$63.2b,,67117,power,,,$99.4b,,,,viale regina margherita 137 rome lazio 00198,www.enel.com
121380,71171,murata manufacturing,,,,75184,,,tsuneo murata,,,,,,,murata manufacturing,japan,$38.94 b,,,,,,,,,,,
98775,25395,alcoa,usa,$8.05 b,,,,,,,,$45.50,,,,alcoa,usa,$8.24 b,,,,,,,,$46.60,,,
154989,12399,bt group,unitedkingdom,$15.65 b,,,,,,,,$1.58,,,,bt group,uk,,,,,,,,,2,,,
162646,97938,dover,usa,$19.55 b,,,,,,,,$139.34,,,,dover,usa,$19.74 b,,,,,,,,$140.70,,,
162656,83385,powergrid corporation of india,india,$19.16 b,,,,,,,,$2.75,,,,powergrid corporation of india,india,,,,,,,,,$2.65,,,
110676,74258,boston scientific,usa,$66.74 b,,,,,,,,$46.60,,,,boston scientific,,,,,,,,,,,,,
35361,3764,national general holdings,,,,9200,,,,,,,,,httpir.nationalgeneral.com,national general holdings,usa,3.879 billion usd,,,,,,,,,,,
114929,20718,ecovyst,usa,$1.33 b,,,,,,,,$10.22,,,,ecovyst,usa,$1.16 b,,,,,,,,$8.97,,,
119984,117172,advice technology petroleum srl,italy,,,,,,,,,,fidenza,via giorgio perlasca 20c 13,,advice technology petroleum srl,italy,,,,,,,,,,fidenza,via giorgio perlasca 20c 13,
83281,12138,east japan railway,japan,,,,,,,,,$55.76,,,,east japan railway,japan,,,,,,,,,55,,,
96801,54083,laboratory corporation of america holdings,united states,$25.75 b,,,diagnostics research,healthcare,,,lh,,,,,laboratory corporation of america holdings,usa,,1978,,healthcare health care diagnostics healthcare service healthcare products,,adam h. schechter,16120 million usd,,,,,
52650,19896,allegion,ireland,,,11000,,industries,,2867 million usd,,,,,,allegion,ireland,$9.58 b,,,,,,,,$109.15,,,
61713,40032,china tobacco international (hk) company,hong kong,,not found,,consumer defensive tobacco products tobacco and cigarette cigarettes,,not found,1028 million usd,,,,,,china tobacco international (hk) company,,,,,,,,,,,,,httpwww.ctihk.com.hk
114191,16599,ardelyx,usa,$0.62 b,,,,,,,,$3.14,,,,ardelyx,usa,,,,,,,,,3,,,
115277,100964,northwest healthcare properties reit,canada,$1.80 b,,,,,,,,$7.47,,,,northwest healthcare properties reit,canada,$1.75 b,,,,,,,,$7.27,,,
49981,15953,gungho online entertainment,,,,1252,,,,,,,,,httpswww.gungho.co.jpen,gungho online entertainment,japan,,,,,,,,,16,,,
12622,1465,kyowa kirin,japan,,,,,,,,,22,,,,kyowa kirin,japan,18.091 billion usd,,,,,masashi miyamoto,,,,,,
152060,133507,ricoh,,,february 6 1936 86 years ago 19360206,,electronics imaging,,,,,,,,,ricoh,japan,,1936,81184,semiconductors electronics electrical engineering technology hardware equipment,,yoshinori yamashita,$16.1b,,,,,
156293,101278,k12,usa,$1.38 b,,,,,,,,$32.28,,,,k12,usa,$1.39 b,,,,,,,,$32.36,,,
43571,33565,arab national bank,,,,3770,,,,,,,,,httpswww.anb.com.sa,arab national bank,,,,3770,,,,,,,,,httpswww.anb.com.sa
152937,59588,telecom argentina,none,$3.48 b,,,,,,,,$6.47,,,,telecom argentina,argentina,,1990,,communication services telecom utilities mobile services fixed line service telecom equipment television services,,not found,3091 million usd,,,,,
162857,83552,toshiba,japan,$15.16 b,,,,,,,,$35.06,,,,toshiba,japan,,,,,,,,,$34.84,,,
157480,89659,playground ventures,canada,$1.87 m,,,,,,,,$0.03000,,,,playground ventures,canada,,,,,,,,,$0.01000,,,
163304,98691,deutsche wohnen,germany,$9.54 b,,,,,,,,$24.06,,,,deutsche wohnen,germany,$8.74 b,,,,,,,,$22.03,,,
155286,133222,atlassian,australia,$39.85 b,,,,,,,,$155.97,,,,atlassian,australia,,2013,6433,it software services,,michael cannon scott farquhar,$2.4b,,,,,
70242,60582,huayi brothers media corporation,,,1994 1994 2020,,entertainment,,,cny 892000000 2011,,,,,www .huayimedia .com,huayi brothers media corporation,china,,not found,,communication services entertainment,,not found,204 million usd,,,,,
96135,70645,oracle corporation,united states,$228.18 b,,,softwareinfrastructure,technology,,,orcl,,,,,oracle corporation,,,santa clara california,143000 may 2022 3,enterprise software business software cloud computing computer hardware consulting,,,2022,,,,,oracle.com
157652,21499,uphealth,usa,$47.26 m,,,,,,,,$3.14,,,,uphealth,usa,$35.48 m,,,,,,,,$0.24,,,
56078,44410,charoen pokphand foods public company,thailand,,1978,,consumer defensive food products meat poultry fish chicken farming seeds milling,,not found,15227 million usd,,,,,,charoen pokphand foods public company,,,,,,,,,,,,,httpswww.cpfworldwide.com
98816,44149,grupo aeroportuario del pacifico,mexico,$7.76 b,,,,,,,,$153.71,,,,grupo aeroportuario del pacifico,,,,1402,,,,,,,,,httpaeropuertosgap.com.mx
97439,32014,sumitomo mitsui financial group,japan,$46.78 b,,,,,,,,$6.83,,,,sumitomo mitsui financial group,,,,86800,,,makoto takashima,,,,,,httpswww.smfg.co.jp
121438,64013,digital realty trust,,,,3030,,,a. william stein,,,,,,,digital realty trust,,,,,,,,,,,,,
66561,2993,thor industries,,,1980.0,,consumer durables,,,$14.9b,,,,,,thor industries,usa,6.280 billion usd,,,,,,,,,,,
28819,28035,gousto,uk,,2012,493,technology,,,94557737,,,,,,gousto,uk,,2012,702,food beverage,,,210945370,,,,,
99203,25162,hk electric investments,hong kong,$5.83 b,,,,,,,,$0.66,,,,hk electric investments,hong kong,$6.24 b,,,,,,,,$0.71,,,
20266,13953,firstcash,usa,$4.17 b,,,,,,,,$90.23,,,,firstcash,usa,,,,,,,,,89,,,
53404,41715,boeing company,usa,,1916,,industries aeroplane defense products rockets missiles satellites space products aerospace products aircrafts capital goods aerospace and defense technology,,dave calhoun,62286 million usd,,,,,,boeing company,,,,141014,,,dave calhoun,,,,,,httpwww.boeing.com
171903,160346,g.engineering,italy,,2012,51,,industrial goods,,16504780,,,,,,g.engineering,italy,,2012,51.0,,industrial goods,,16504780,,,,,
97524,66514,msci,usa,$39.85 b,,,,,,,,$498.48,,,,msci,,,1998.0,,business services supplies,,,$2b,,,,,
187179,109842,energy transfer lp,,$30.69 billion,,12558,,,mr. marshall s. mccrea iii,,,,,,,energy transfer lp,united states,$30.69 b,1995,12558,oil gas midstream,energy,mr. marshall s. mccrea iii,,et,,,,
96945,67422,"j.b. hunt transport services, inc.",united states,$21.48 b,,,integrated freight logistics,industrials,,,jbht,,,,,"j.b. hunt transport services, inc.",,,founded august 10 1961,employees 33045,,,ceo mr. john n. roberts iii,,,,,,
132030,121591,japan tobacco,japan,,1985,55381,food drink tobacco,,masamichi terabatake,$21.2b,,,,,,japan tobacco,,,,58300,,,eddy pirard,,,,,,
48524,6929,"xinxiang richful lube additive co., ltd",,,,,,,,,,,,,httpwww.sinoruifeng.com,"xinxiang richful lube additive co., ltd",china,1.955 billion usd,,,,,,,,,,,
84054,43923,spring airlines,china,,,,,,,,,$9.23,,,,spring airlines,,,,,,,,,,,,,httpswww.ch.com
153858,13396,airtac international,taiwan,$6.59 b,,,,,,,,$32.99,,,,airtac international,taiwan,,,,,,,,,30,,,
130131,40740,suzlon energy,,,,,,,,,,,,,,suzlon energy,,,,,,,,,,,,,httpswww.suzlon.com
165409,86133,credo technology,usa,$2.20 b,,,,,,,,$15.00,,,,credo technology,usa,,,,,,,,,$14.74,,,
158354,39011,codexis,usa,$0.40 b,,,,,,,,$6.22,,,,codexis,,,,261,,,,,,,,,httpswww.codexis.com
177698,45759,tag immobilien ag,,€3.00 billion,,1363,,,not found,,,,,,,tag immobilien ag,,,,1354,,,,,,,,,httpswww.tagag.comen
95127,88344,forum energy technologies,,$0.29 b,,1.4,,,,$0.65 b,,$29.08,,,,forum energy technologies,usa,,,,,,,,,$29.08,,,
64880,42560,guotai junan securities,china,,,,,,,$6.7 b,,,,,,guotai junan securities,,,,15198,,,,,,,,,httpswww.gtja.com.hkenglish
42149,19231,manulife financial corporation,,,,37000,,,roy gori,,,,,,httpswww.manulife.com,manulife financial corporation,canada,us$41.98 billion,june 23 1887,38000,insurancelife,financials,mr. rocco gori,ca$39.0 billion 2018,,,,,
124538,35152,mcafee corp.,,,,6396,,,,,,,,,,mcafee corp.,,,,6396,,,,,,,,,httpswww.mcafee.com
67022,19219,eqt ab,,,,employees 1059,,,ceo mr. christian sinding,,,,,,,eqt ab,japan,us$39.71 billion,,1059,asset management,financials,mr. christian sinding,,,,,,
40691,16424,metropolitan bank holding,,,,202,,,,,,,,,httpwww.mcbankny.com,metropolitan bank holding,usa,,,,,,,,,58,,,
151284,19702,equifax,usa,32.63 billion usd,1899.0,12700,,,mark begor,,,,,,,equifax,usa,$23.73 b,,,,,,,,$193.84,,,
74241,52578,liberty global,,,,,,,,,,,,,,liberty global,uk,,,11200,,communication services,mike fries,10311 million usd,,,,,
60778,39098,cherkizovo group,russia,,not found,,consumer defensive fmcg package foods food products,,not found,not found,,,,,,cherkizovo group,,,,,,,,,,,,,httpscherkizovo.comen
170388,70578,vodafone group plc,united kingdom,$45.74 b,,,telecom services,communication services,,,vod,,,,,vodafone group plc,,,16 xa0september 1991,96506 2021 1,telecommunications,,,€,,,,,www .vodafone .com
74457,12858,westrock,,,,,,,,,,,,,,westrock,usa,,,,,,,,,37,,,
71093,52505,cnh industrial,united kingdom,$20.19 b,,,,,,,,,,,,cnh industrial,uk,,,64016,,industries,scott w. wine,19474 million usd,,,,,
88373,22233,genie energy,usa,,,,,,,,,$10.92,,,,genie energy,usa,$0.27 b,,,,,,,,$10.52,,,
155727,15206,digitalbridge group,usa,$1.95 b,,,,,,,,$12.21,,,,digitalbridge group,usa,,,,,,,,,11,,,
155207,65494,hewlett packard enterprise,usa,$20.85 b,,,,,,,,$16.27,,,,hewlett packard enterprise,,,2015.0,,it internet software services,,,$27.9b,,,,,
61956,50283,joy kie corporation limited.,china,,not found,,consumer cyclical leisure,,not found,not found,,,,,,joy kie corporation limited.,,,,,,,,,,,,,httpswww.joykie.com
149930,117707,"american electric power company, inc.",,$50.95 billion,1906,16688,,,mr. nicholas k. akins,,,,,,,"american electric power company, inc.",united states,,,,,,,,,,columbus,1 riverside plz,
131915,82687,general dynamics,united states,,1952,89775,aerospace defense,,phebe n. novakovic,$38.5b,,,,,,general dynamics,usa,,,,,,,,,$240.29,,,
74095,71093,cnh industrial,,,,,,,,,,,,,,cnh industrial,united kingdom,$20.19 b,,,,,,,,,,,
124671,85151,bank aljazira,,,,2584,,,,,,,,,,bank aljazira,s. arabia,,,,,,,,,$5.05,,,
153295,13863,alkem laboratories,india,$4.50 b,,,,,,,,$37.65,,,,alkem laboratories,india,,,,,,,,,37,,,
66483,48379,china overseas grand oceans group,,,1955.0,,construction,,,$8.4b,,,,,,china overseas grand oceans group,,,,3092,,,,,,,,,httpwww.cogogl.com.hken
158024,103383,lazydays holdings,usa,$0.13 b,,,,,,,,$13.05,,,,lazydays holdings,usa,$0.14 b,,,,,,,,$13.58,,,
181124,106451,square enix holdings co ltd,,¥650.23 billion,,5550,,,not found,,,,,,,square enix holdings co ltd,,$5.9b,,5637,technology and communications,,,$3.3b,,,,shinjuku eastside square 62730 shinjuku shinjukuku tokyo 1608430,www.hd.squareenix.comjpn
108935,96550,prudential plc,,$44.5b,,14486,financial services,,,$26.5b,,,,1 angel court london ec2r7ag,www.prudentialplc.com,prudential plc,united kingdom,$39.00 b,,,insurancelife,financials,,,pru,,,,
124415,56706,signature aviation,,,,4800,,,,,,,,,,signature aviation,uk,,1879,,industries aviation,,not found,2260 million usd,,,,,
55735,44072,chime,usa,,2013,,financial services technology digital payment solution services,,not found,not found,,,,,,chime,,,,1552,,,,,,,,,httpswww.chime.com
99618,44766,shin kong financial holding,taiwan,$4.40 b,,,,,,,,$0.28,,,,shin kong financial holding,,,,17255,,,,,,,,,httpwww.shinkonggroup.comensk financial.html
153136,85328,virtu financial,usa,$3.70 b,,,,,,,,$20.32,,,,virtu financial,usa,,,,,,,,,$20.14,,,
151393,54059,oneok,usa,27.85 billion usd,1906.0,2847,,,pierce h. norton ii,,,,,,,oneok,usa,,1906,,energy oil and gas gas utilities natural gas generation utilities,,david l kyle,16540 million usd,,,,,
72022,66491,ajinomoto,japan,$13.89 b,,,,,,,,,,,,ajinomoto,,,1917.0,,food drink tobacco,,,$10.3b,,,,,
82840,11710,foxconn (hon hai precision industry),taiwan,,,,,,,,,$3.24,,,,foxconn (hon hai precision industry),taiwan,,,,,,,,,3,,,
131940,70932,volvo group,sweden,,1927,95850,consumer durables,,martin lundstedt,$43.4b,,,,,,volvo group,sweden,$34.7 b,,,,,,,,,,,
148420,33543,instacart,united states,,,,supply chain logistics delivery,,,,,,san francisco,,,instacart,,,,15059,,,,,,,,,httpswww.instacart.com
125825,36436,toshiba plant systems & services corporation,,,,4182,,,,,,,,,,toshiba plant systems & services corporation,,,,4182,,,,,,,,,httpswww.toshibatpsc.co.jp
115594,14866,sitime,usa,$2.38 b,,,,,,,,$111.44,,,,sitime,usa,,,,,,,,,105,,,
121646,65365,sun life financial,,,,24589,,,dean a. connor,,,,,,,sun life financial,,,1865.0,,banking and financial services,,,$29.8b,,,,,
162811,133392,fmc,usa,$16.14 b,,,,,,,,$128.20,,,,fmc,united states,,1883,6400,chemicals,,mark a. douglas,$5b,,,,,
73967,64441,tesco,,,,,,,,,,,,,,tesco,united kingdom,,,,,,,$84.17 b,,,,,
156506,47279,magellan financial group,australia,$1.20 b,,,,,,,,$6.65,,,,magellan financial group,,,,131,,,,,,,,,httpswww.magellangroup.com.au
169419,90576,hoya corp,japan,,,,medical instruments supplies,healthcare,,,7741,,,,,hoya corp,japan,,,,,healthcare,,,7741,,,,
54438,42758,mitsubishi estate,japan,,1937,,real estate construction hotels property investments construction investments,,hirotaka sugiyama,9847 million usd,,,,,,mitsubishi estate,,,,9619,,,hirotaka sugiyama,,,,,,httpwww.mec.co.jp
115847,100137,pacific premier bancorp,usa,$2.90 b,,,,,,,,$30.54,,,,pacific premier bancorp,usa,$3.08 b,,,,,,,,$32.51,,,
20498,4405,harmonic drive systems,japan,$2.64 b,,,,,,,,$27.80,,,,harmonic drive systems,japan,5.344 billion usd,,,,,,,,,,,
169247,351,exelon corporation,united states,,,,utilitiesdiversified,utilities,,,exc,,,,,exelon corporation,usa,47.933 billion usd,,,,,frank m. clark,,,,,,
166168,23259,grenke,germany,$1.24 b,,,,,,,,$26.69,,,,grenke,germany,$0.97 b,,,,,,,,$20.99,,,
133869,83662,hindalco industries,,,1958 65 yrs old,,metals mining,,,,,,,,,hindalco industries,india,,,,,,,,,$5.95,,,
132006,609,ameriprise financial,united states,,1894,12000,diversified financials,,james michael cracchiolo,$13.9b,,,,,,ameriprise financial,usa,31.042 billion usd,,,,,james cracchiolo,,,,,,
170833,90991,"continental resources, inc.",united states,$22.25 b,,,oil gas ep,energy,,,clr,,,,,"continental resources, inc.",united states,,,,,energy,,,clr,,,,
149691,64595,astrazeneca,,£153.84 billion,6 april 1999,83100,,,mr. pascal soriot d.v.m. m.b.a.,,,,,,,astrazeneca,united kingdom,,,,,,,$38.68 b,,,,,
147398,92114,allianz,,,1890,,financials,full line insurance,,,,,,,,allianz,,,1890,,financials,full line insurance,,,,,,,
99998,14264,qube holdings,australia,$3.40 b,,,,,,,,$1.93,,,,qube holdings,australia,,,,,,,,,2,,,
103688,88864,dermtech,usa,$67.37 m,,,,,,,,$2.23,,,,dermtech,usa,,,,,,,,,$4.80,,,
95246,95245,array technologies,,$3.53 b,,1.135,,,,$1.45 b,,$23.47,,,,array technologies,,$3.53 b,,1.135,,,,$1.45 b,,$23.47,,,
130171,62458,resolute forest products,,,,,,,,,,,,,,resolute forest products,canada,,not found,,basic materials paper and pulp,,not found,2817 million usd,,,,,
139255,123139,automation anywhere,,,2003 20 yrs old,,internet,,,,,,,,,automation anywhere,,,,6574,,,,,,,,,
124112,34727,coca-cola consolidated,,,,79000,,,,,,,,,,coca-cola consolidated,,,,79000,,,,,,,,,httpwww.cokeconsolidated.com
50916,16194,hangzhou electronic soul network technology,,,,,,,,,,,,,httpswww.dianhun.cn,hangzhou electronic soul network technology,china,,,,,,,,,3,,,
73856,65327,telefa3nica,,,,,,,,,,,,,,telefa3nica,,,1924.0,,telecommunications services,,,$46.4b,,,,,
121342,31961,east money information,,,,4553,,,,,,,,,,east money information,,,,4553,,,,,,,,,httpwww.eastmoney.com
110926,97591,jiangsu hengrui medicine,china,$36.80 b,,,,,,,,$5.77,,,,jiangsu hengrui medicine,china,$34.75 b,,,,,,,,$5.45,,,
85993,24228,national health investors,usa,,,,,,,,,$55.15,,,,national health investors,usa,$2.41 b,,,,,,,,$55.76,,,
130012,50625,central plaza hotel public company,,,,,,,,,,,,,,central plaza hotel public company,,,,,,,,,,,,,httpwww.centarahotelsresorts.com
125227,115327,lenzing,,,,,,,,,,,,,,lenzing,,$1.87 b,,,,,,,,$69.29,,,
53301,21,j p morgan chase & co,usa,,2000,,financial services banking services credit cards asset management,,william b. harrison jr.,121640 million usd,,,,,,j p morgan chase & co,usa,477.960 billion usd,,,,,william b. harrison jr.,,,,,,
73596,68409,magarantie5ans,france,,2016,,,retail,,9253546,,,,,,magarantie5ans,france,,2016,,,retail,,,,,,,
65702,54355,asahi group holdings,,,1949.0,,food drink tobacco,,,$20.4b,,,,,,asahi group holdings,japan,,1889,,consumer defensive beverages alcoholic beverages nonalcoholic beverages food and beverage food products fmcg,,atsushi katsuki,18336 million usd,,,,,
97434,26338,hikvision,china,$47.26 b,,,,,,,,$5.01,,,,hikvision,china,$45.60 b,,,,,,,,$4.83,,,
50997,40989,essel propack,,,,,,,,,,,,,httpwww.esselpropack.com,essel propack,,,,,,,,,,,,,httpwww.esselpropack.com
114737,23383,photronics,usa,$1.10 b,,,,,,,,$17.97,,,,photronics,usa,$1.12 b,,,,,,,,$18.21,,,
96982,834,synchrony financial,united states,$20.43 b,,,credit services,financials,,,syf,,,,,synchrony financial,usa,28.343 billion usd,,,,,margaret m. keane,,,,,,
32168,12137,the trade desk,,,,1967,,,jeff green,,,,,,httpswww.thetradedesk.com,the trade desk,usa,,,,,,,,,42,,,
84338,2157,roivant sciences,uk,,,,,,,,,$9.87,,,,roivant sciences,switzerland,2069,,,,,,,,,,,
162736,12347,swiss life,switzerland,$17.52 b,,,,,,,,$580.24,,,,swiss life,switzerland,,,,,,,,,533,,,
121444,460,doordash,,,,8600,,,tony xu,,,,,,,doordash,usa,64.681 billion usd,,,,,tony xu,,,,,,
65555,32255,philips,,,1891.0,,health care equipment services,,,$20.3b,,,,,,philips,,,,81592,,,frans van houten,,,,,,httpswww.philips.comglobal
164986,85707,pacwest bancorp,usa,$2.90 b,,,,,,,,$24.69,,,,pacwest bancorp,usa,,,,,,,,,$24.40,,,
156199,20810,armour residential reit,usa,$0.99 b,,,,,,,,$6.10,,,,armour residential reit,usa,$0.77 b,,,,,,,,$5.86,,,
131601,10617,origen financial,,,,,,,,,,,,,,origen financial,usa,0.970 billion usd,,,,,,,,,,,
155994,87166,ufp technologies,usa,$0.89 b,,,,,,,,$118.53,,,,ufp technologies,usa,,,,,,,,,$117.88,,,
110497,11442,ibm,usa,$133.25 b,,,,,,,,$148.67,,,,ibm,usa,,,,,,,,,144,,,
126778,100509,sage therapeutics,,,,471,,,,,,,,,,sage therapeutics,usa,$2.45 b,,,,,,,,$41.33,,,
122305,32924,sofina societe anonyme,,,,,,,harold boel,,,,,,,sofina societe anonyme,,,,,,,harold boel,,,,,,httpswww.sofinagroup.com
42829,1224,carl zeiss meditec ag,,,,3000,,,markus weber,,,,,,httpswww.zeiss.com,carl zeiss meditec ag,germany,19.942 billion usd,,,,,,,,,,,
156050,50541,nicolet bankshares,usa,$1.11 b,,,,,,,,$76.10,,,,nicolet bankshares,,,,876,,,,,,,,,httpswww.nicoletbank.com
65783,63940,dte energy,,,1996.0,,utilities,,,$15.5b,,,,,,dte energy,,,,,,,,,,,,,
160882,76689,the k t wong foundation,,,,,,,,,,,,20bradleymews kensington london unitedkingdom w86jp,,the k t wong foundation,,,,,,,,,,,,,
62408,40730,vinacapital vietnam opportunity fund ld,uk,,not found,,asset management,,not found,543 million usd,,,,,,vinacapital vietnam opportunity fund ld,,,,,,,,,,,,,httpsvof.vinacapital.com
99294,84581,universal display corporation,usa,$5.49 b,,,,,,,,$116.37,,,,universal display corporation,usa,,,,,,,,,$128.58,,,
157544,89607,energy focus,usa,$7.18 m,,,,,,,,$0.75,,,,energy focus,usa,,,,,,,,,$0.56,,,
12325,1286,shinhan financial group,s. korea,,,,,,,,,32,,,,shinhan financial group,south korea,17.190 billion usd,,,,,cho yongbyoung,,,,,,
96578,90649,inner mongolia yili industrial group co. ltd,china,$36.61 b,,,packaged foods,consumer staples,,,600887,,,,,inner mongolia yili industrial group co. ltd,china,,,,,consumer staples,,,600887,,,,
151046,132722,3i group,uk,47.30 billion usd,1945.0,282,,,simon a borrows,,,,,,,3i group,united kingdom,,not found,234,diversified financials,,simon alexander borrows,$331m,,,,,
83254,12126,tesco,uk,,,,,,,,,$3.00,,,,tesco,uk,,,,,,,,,3,,,
166752,16330,yg entertainment,south korea,$0.76 b,,,,,,,,$41.95,,,,yg entertainment,s. korea,,,,,,,,,39,,,
159910,67929,benefind,italy,,2012,32.0,,technology,,2262490,,,,,,benefind,italy,,2012,,,technology,,,,,,,
93894,44575,enagas,,,1972,,utilities,oil gas distribution,,,,,,,,enagas,,,,361,,,,,,,,,httpswww.enagas.es
132401,98495,coinbase,united states,,2012,3730,it software services,,brian armstrong,$7.8b,,,,,,coinbase,usa,$10.52 b,,,,,,,,$40.19,,,
121469,42087,crowdstrike holdings,,,,3394,,,george kurtz,,,,,,,crowdstrike holdings,,,,3394,,,george kurtz,,,,,,httpswww.crowdstrike.com
62797,51126,jiayou international logistics,china,,not found,,industries logistics,,not found,not found,,,,,,jiayou international logistics,,,,,,,,,,,,,httpwww.jyinternational.com.cnen
42058,454,digital realty trust,,,,3030,,,a. william stein,,,,,,httpswww.digitalrealty.com,digital realty trust,usa,46.441 billion usd,,,,,laurence a. chapman,,,,,,
55943,2659,keppel corporation,singapore,,1968,,industries infrastructure conglomerate,,not found,6330 million usd,,,,,,keppel corporation,singapore,7.015 billion usd,,,,,,,,,,,
170632,109963,ball corporation,united states,$29.40 b,,,packaging containers,consumer discretionary,,,bll,,,,,ball corporation,united states,$29.40 b,1880,24300,packaging containers,consumer discretionary,mr. john a. hayes,,bll,,,,
164269,13939,wendel,france,$4.67 b,,,,,,,,$104.37,,,,wendel,france,,,,,,,,,96,,,
188076,121337,dollar general corporation,,$54.30 billion,,163000,,,mr. todd j. vasos,,,,,,,dollar general corporation,,,,158000,,,todd j vasos,,,,,,
169233,90390,the sherwin-williams company,united states,,,,specialty chemicals,basic materials,,,shw,,,,,the sherwin-williams company,united states,,,,,basic materials,,,shw,,,,
152007,70725,novartis,,,march 1996 26 years ago 199603 from merger,,pharmaceuticals,,,,,,,,,novartis,switzerland,$200.73 b,,,,,,,,,,,
110707,66049,shopify,canada,$54.77 b,,,,,,,,$43.06,,,,shopify,,,2006.0,,it internet software services,,,$4.6b,,,,,
156191,114681,lemaitre vascular,usa,$0.99 b,,,,,,,,$45.32,,,,lemaitre vascular,usa,$1.03 b,,,,,,,,$47.16,,,
131267,10283,new gold inc.,,,,,,,,,,,,,,new gold inc.,canada,0.861 billion usd,,,,,,,,,,,
120812,117933,dilmoor spa siglabile dlm spa dlr spa dmo spa dmr spa dm spa,italy,,,,,,,,,,pedrengo,via giosue carducci 2525 a,,dilmoor spa siglabile dlm spa dlr spa dmo spa dmr spa dm spa,italy,,,,,,,,,,pedrengo,via giosue carducci 2525 a,
114745,15441,clearfield,usa,$1.11 b,,,,,,,,$73.40,,,,clearfield,usa,,,,,,,,,96,,,
63851,26348,kimberly-clark,,,,,,,,,,,,,,kimberly-clark,usa,$46.13 b,,,,,,,,$136.70,,,
89354,18217,document security systems,usa,,,,,,,,,$0.23,,,,document security systems,usa,,,,,,,,,0,,,
73443,68256,upslide,france,,2013,,,support services,,8274214,,,,,,upslide,france,,2013,,,support services,,,,,,,
169739,19019,seagen inc.,united states,,,,biotechnology,healthcare,,,sgen,,,,,seagen inc.,united states,$24.87 billion,1997,2675,biotechnology,healthcare,dr. clay b. siegall,2.176 billion2020,,,,,
85280,14177,games workshop group,uk,,,,,,,,,$115.70,,,,games workshop group,uk,,,,,,,,,109,,,
133286,72278,china northern rare earth high-tech,china,,1961,9511,materials,,ye dong qu,$4.7b,,,,,,china northern rare earth high-tech,china,$17.54 b,,,,,,,,,,,
34090,2491,oge energy,,,,2185,,,,,,,,,httpswww.oge.com,oge energy,usa,7.104 billion usd,,,,,,,,,,,
171924,160367,erbagil,italy,,2009,11,,pharmaceuticals,,4021010,,,,,,erbagil,italy,,2009,11.0,,pharmaceuticals,,4021010,,,,,
60179,48510,besttone holding,china,,not found,,communication services telecom,,not found,not found,,,,,,besttone holding,,,,,,,,,,,,,httpwww.besttoneh.com
35305,3707,root insurance,,,,901,,,,,,,,,httpswww.joinroot.com,root insurance,usa,3527,,,,,,,,,,,
187341,42661,western digital corporation,,$15.52 billion,,65600,,,mr. david v. goeckeler,,,,,,,western digital corporation,,,,65600,,,david goeckeler,,,,,,httpswww.westerndigital.com
73793,26444,cnooc,,,,,,,,,,,,,,cnooc,china,$62.99 b,,,,,,,,$1.26,,,
169629,90786,"nasdaq, inc.",united states,,,,financial data stock exchanges,financials,,,ndaq,,,,,"nasdaq, inc.",united states,,,,,financials,,,ndaq,,,,
33111,1508,nordson corporation,,,,6813,,,sundaram nagarajan,,,,,,httpswww.nordson.comen,nordson corporation,usa,13.869 billion usd,,,,,sundaram nagarajan,,,,,,
55109,12655,henry schein,usa,,1932,,healthcare healthcare products healthcare service,,not found,12401 million usd,,,,,,henry schein,usa,,,,,,,,,82,,,
54036,42357,willis towers watson public company,uk,,2016,,financial services insurance,,carl hess,8998 million usd,,,,,,willis towers watson public company,,,,46600,,,carl hess,,,,,,httpswww.willistowerswatson.comen
66922,19287,hitachi ltd,,,,employees 350864,,,ceo mr. toshiaki higashihara,,,,,,,hitachi ltd,japan,us$48.92 billion,,350864,conglomerates,industrials,mr. toshiaki higashihara,,,,,,
47468,37459,three squirrels,,,,,,,,,,,,,httpwww.3songshu.com,three squirrels,,,,,,,,,,,,,httpwww.3songshu.com
85872,36789,ebro foods,spain,,,,,,,,,$16.75,,,,ebro foods,,,,,,,,,,,,,httpswww.ebrofoods.es
88810,21838,glycomimetics,usa,,,,,,,,,$3.02,,,,glycomimetics,usa,$0.12 b,,,,,,,,$2.43,,,
