,URL,ID,Name,Company code,Marketcap,Share price,Earnings,Revenue,Shares,Employees,Category,Hash
291,https://companiesmarketcap.com/arista-networks/marketcap/,158.0,Arista Networks,ANET,$35.33 B,$115.00,$1.36 B,$3.93 B,304.931.000,2.993,Retail,2932210656109287952
292,https://companiesmarketcap.com/united-bankshares/marketcap/,159.0,United Bankshares,UBSI,$5.50 B,$40.87,$0.44 B,$0.99 B,,2.988,DiagnosticsandTesting,8004627630865990902
293,https://companiesmarketcap.com/cf-industries/marketcap/,160.0,CF Industries,CF,$17.05 B,$86.91,$5.33 B,$11.11 B,200.200.000,2.97,Biotech,-6437318974046106094
294,https://companiesmarketcap.com/cf-industries/marketcap/,160.0,CF Industries,CF,$17.05 B,$86.91,$5.33 B,$11.11 B,200.200.000,2.97,Pharmaceuticals,5380718181721596073
295,https://companiesmarketcap.com/bowlero/marketcap/,161.0,Bowlero,BOWL,$2.36 B,$14.25,$22.05 M,$0.96 B,,2.965,Packaging,1415757590594131741
296,https://companiesmarketcap.com/armstrong-world-industries/marketcap/,162.0,Armstrong World Industries,AWI,$3.42 B,$75.04,$0.24 B,$1.21 B,,2.96,Chemicals,-818748575553705624
297,https://companiesmarketcap.com/armstrong-world-industries/marketcap/,162.0,Armstrong World Industries,AWI,$3.42 B,$75.04,$0.24 B,$1.21 B,,2.96,PaintCoating,-4532348074205842255
298,https://companiesmarketcap.com/skillsoft/marketcap/,163.0,Skillsoft,SKIL,$0.33 B,$2.05,-$0.72 B,$0.61 B,,2.943,AutomotiveSuppliers,-5087768184139776565
299,https://companiesmarketcap.com/preformed-line-products/marketcap/,164.0,Preformed Line Products,PLPC,$0.42 B,$87.37,$64.13 M,$0.59 B,,2.927,Banks,-3731527361154377479
300,https://companiesmarketcap.com/preformed-line-products/marketcap/,164.0,Preformed Line Products,PLPC,$0.42 B,$87.37,$64.13 M,$0.59 B,,2.927,Dowjones,-3512652547975320346
301,https://companiesmarketcap.com/preformed-line-products/marketcap/,164.0,Preformed Line Products,PLPC,$0.42 B,$87.37,$64.13 M,$0.59 B,,2.927,Financialservices,3247786743286756867
302,https://companiesmarketcap.com/marcus-corp/marketcap/,165.0,Marcus Corporation,MCS,$0.48 B,$15.47,$6.73 M,$0.68 B,,2.925,Insurance,-2611088800210967206
303,https://companiesmarketcap.com/bristow-group/marketcap/,166.0,Bristow Group,VTOL,$0.81 B,$28.93,$26.3 M,$1.19 B,,2.916,Gambling,-2553870588303058339
304,https://companiesmarketcap.com/bristow-group/marketcap/,166.0,Bristow Group,VTOL,$0.81 B,$28.93,$26.3 M,$1.19 B,,2.916,Entertainment,6852268802481802111
305,https://companiesmarketcap.com/azenta/marketcap/,167.0,Azenta,AZTA,$4.13 B,$59.82,-$9.94 M,$0.55 B,,2.9,WasteRecycling,-8067709401467209413
306,https://companiesmarketcap.com/g-iii-apparel/marketcap/,168.0,G-III Apparel Group,GIII,$0.73 B,$15.58,$0.22 B,$3.12 B,,2.9,Tech,5392941245537608590
307,https://companiesmarketcap.com/g-iii-apparel/marketcap/,168.0,G-III Apparel Group,GIII,$0.73 B,$15.58,$0.22 B,$3.12 B,,2.9,TechHardware,-5791872359498690370
308,https://companiesmarketcap.com/g-iii-apparel/marketcap/,168.0,G-III Apparel Group,GIII,$0.73 B,$15.58,$0.22 B,$3.12 B,,2.9,Semiconductors,590283686970277566
309,https://companiesmarketcap.com/seneca-foods/marketcap/,172.0,Seneca Foods,SENEA,$0.48 B,$63.49,$60.11 M,$1.48 B,,2.9,Medicaldevices,-2500090628927350323
310,https://companiesmarketcap.com/thredup/marketcap/,173.0,ThredUp,TDUP,$0.19 B,$1.94,-$90.65 M,$0.28 B,,2.894,autoparts,457000037362712057
311,https://companiesmarketcap.com/cubesmart/marketcap/,174.0,CubeSmart,CUBE,$9.43 B,$41.72,$0.25 B,$0.97 B,225.023.000,2.892,Food,4721068128442604370
312,https://companiesmarketcap.com/cubesmart/marketcap/,174.0,CubeSmart,CUBE,$9.43 B,$41.72,$0.25 B,$0.97 B,225.023.000,2.892,Restaurantchains,-8690128616648987675
313,https://companiesmarketcap.com/primerica/marketcap/,175.0,Primerica,PRI,$5.56 B,$150.87,$0.42 B,$2.75 B,,2.891,Healthcare,1473658128705581606
314,https://companiesmarketcap.com/procore/marketcap/,176.0,Procore,PCOR,$7.11 B,$51.58,-$0.29 B,$0.66 B,137.180.639,2.885,Tech,5392941245537608590
315,https://companiesmarketcap.com/procore/marketcap/,176.0,Procore,PCOR,$7.11 B,$51.58,-$0.29 B,$0.66 B,137.180.639,2.885,Semiconductors,590283686970277566
316,https://companiesmarketcap.com/procore/marketcap/,176.0,Procore,PCOR,$7.11 B,$51.58,-$0.29 B,$0.66 B,137.180.639,2.885,TechHardware,-5791872359498690370
317,https://companiesmarketcap.com/black-hills/marketcap/,177.0,Black Hills,BKH,$4.73 B,$72.78,$0.28 B,$2.32 B,,2.884,Manufacturing,2771886960464485094
318,https://companiesmarketcap.com/aaon/marketcap/,178.0,Aaon,AAON,$4.14 B,$77.87,$84.11 M,$0.77 B,,2.881,Toolmanufacturers,879559295262596115
319,https://companiesmarketcap.com/aaon/marketcap/,178.0,Aaon,AAON,$4.14 B,$77.87,$84.11 M,$0.77 B,,2.881,Manufacturing,2771886960464485094
320,https://companiesmarketcap.com/oppenheimer-holdings/marketcap/,179.0,Oppenheimer Holdings,OPY,$0.49 B,$45.48,$0.12 B,$1.16 B,,2.866,CosmeticsandBeauty,-7662671245642841754
321,https://companiesmarketcap.com/oppenheimer-holdings/marketcap/,179.0,Oppenheimer Holdings,OPY,$0.49 B,$45.48,$0.12 B,$1.16 B,,2.866,Consumergoods,-4654293209815127527
322,https://companiesmarketcap.com/ameris-bancorp/marketcap/,180.0,Ameris Bancorp,ABCB,$3.42 B,$49.32,$0.45 B,$1.00 B,,2.865,Hotels,-4147010109171616253
323,https://companiesmarketcap.com/ameris-bancorp/marketcap/,180.0,Ameris Bancorp,ABCB,$3.42 B,$49.32,$0.45 B,$1.00 B,,2.865,Gambling,-2553870588303058339
324,https://companiesmarketcap.com/ameris-bancorp/marketcap/,180.0,Ameris Bancorp,ABCB,$3.42 B,$49.32,$0.45 B,$1.00 B,,2.865,Entertainment,6852268802481802111
325,https://companiesmarketcap.com/ameris-bancorp/marketcap/,180.0,Ameris Bancorp,ABCB,$3.42 B,$49.32,$0.45 B,$1.00 B,,2.865,Travel,458727220244788973
326,https://companiesmarketcap.com/tripadvisor/marketcap/,181.0,TripAdvisor,TRIP,$3.00 B,$21.35,$35 M,$1.37 B,,2.852,Hotels,-4147010109171616253
327,https://companiesmarketcap.com/tripadvisor/marketcap/,181.0,TripAdvisor,TRIP,$3.00 B,$21.35,$35 M,$1.37 B,,2.852,Travel,458727220244788973
328,https://companiesmarketcap.com/valhi/marketcap/,182.0,Valhi,VHI,$0.69 B,$24.64,$0.33 B,$2.50 B,,2.847,Software,6273975210915946900
329,https://companiesmarketcap.com/valhi/marketcap/,182.0,Valhi,VHI,$0.69 B,$24.64,$0.33 B,$2.50 B,,2.847,ITsecurity,2028367090288460929
330,https://companiesmarketcap.com/valhi/marketcap/,182.0,Valhi,VHI,$0.69 B,$24.64,$0.33 B,$2.50 B,,2.847,Tech,5392941245537608590
331,https://companiesmarketcap.com/oneok/marketcap/,183.0,Oneok,OKE,$31.65 B,$70.83,$2.13 B,$22.77 B,447.677.000,2.847,Defensecontractors,6178421995435006470
332,https://companiesmarketcap.com/kaman/marketcap/,184.0,Kaman,KAMN,$0.65 B,$23.48,$26.55 M,$0.66 B,,2.846,Financialservices,3247786743286756867
333,https://companiesmarketcap.com/kaman/marketcap/,184.0,Kaman,KAMN,$0.65 B,$23.48,$26.55 M,$0.66 B,,2.846,Tech,5392941245537608590
334,https://companiesmarketcap.com/havertys/marketcap/,186.0,Havertys,HVT,$0.54 B,$34.05,$0.11 B,$1.03 B,,2.845,Transportation,-2725400413481745490
335,https://companiesmarketcap.com/haemonetics/marketcap/,189.0,Haemonetics,HAE,$4.33 B,$85.71,$0.13 B,$1.08 B,,2.821,Transportation,-2725400413481745490
336,https://companiesmarketcap.com/haemonetics/marketcap/,189.0,Haemonetics,HAE,$4.33 B,$85.71,$0.13 B,$1.08 B,,2.821,RentalLeasingServices,985844065485390940
337,https://companiesmarketcap.com/nl-industries/marketcap/,190.0,NL Industries,NL,$0.36 B,$7.53,$62.82 M,$0.16 B,,2.818,OilGas,7683904390150838630
338,https://companiesmarketcap.com/nl-industries/marketcap/,190.0,NL Industries,NL,$0.36 B,$7.53,$62.82 M,$0.16 B,,2.818,Dowjones,-3512652547975320346
339,https://companiesmarketcap.com/nl-industries/marketcap/,190.0,NL Industries,NL,$0.36 B,$7.53,$62.82 M,$0.16 B,,2.818,Energy,-2882595272621617431
340,https://companiesmarketcap.com/opendoor/marketcap/,191.0,Opendoor,OPEN,$1.05 B,$1.66,-$1.15 B,$16.53 B,,2.816,Healthcare,1473658128705581606
341,https://companiesmarketcap.com/matrix-service/marketcap/,193.0,Matrix Service,MTRX,$0.22 B,$8.17,-$42 M,$0.74 B,,2.81,Financialservices,3247786743286756867
342,https://companiesmarketcap.com/matrix-service/marketcap/,193.0,Matrix Service,MTRX,$0.22 B,$8.17,-$42 M,$0.74 B,,2.81,Banks,-3731527361154377479
343,https://companiesmarketcap.com/seaworld-entertainment/marketcap/,194.0,SeaWorld Entertainment,SEAS,$3.72 B,$58.34,$0.49 B,$1.71 B,,2.8,Medicaldevices,-2500090628927350323
344,https://companiesmarketcap.com/rocky-brands/marketcap/,196.0,Rocky Brands,RCKY,$0.22 B,$31.19,$32.97 M,$0.64 B,,2.8,Insurance,-2611088800210967206
345,https://companiesmarketcap.com/eog-resources/marketcap/,197.0,EOG Resources,EOG,$76.04 B,$129.46,$9.71 B,$28.90 B,583.000.000,2.8,Professionalservices,8712968451453521438
346,https://companiesmarketcap.com/buckle/marketcap/,199.0,Buckle,BKE,$2.25 B,$45.08,$0.33 B,$1.32 B,,2.8,Professionalservices,8712968451453521438
347,https://companiesmarketcap.com/jackson-financial/marketcap/,200.0,Jackson Financial,JXN,$2.98 B,$35.95,$8.90 B,$16.53 B,,2.8,Travel,458727220244788973
348,https://companiesmarketcap.com/jackson-financial/marketcap/,200.0,Jackson Financial,JXN,$2.98 B,$35.95,$8.90 B,$16.53 B,,2.8,CruiseLines,4428830636166521774
349,https://companiesmarketcap.com/mirion-technologies/marketcap/,202.0,Mirion Technologies,MIR,$1.54 B,$7.42,-$0.18 B,$0.66 B,,2.8,Food,4721068128442604370
350,https://companiesmarketcap.com/hireright/marketcap/,204.0,HireRight,HRT,$0.95 B,$12.05,$47.6 M,$0.82 B,,2.76,Wellness,3928049073905865159
351,https://companiesmarketcap.com/zoominfo/marketcap/,205.0,ZoomInfo,ZI,$11.45 B,$26.01,$0.19 B,$1.01 B,401.961.947,2.742,Insurance,-2611088800210967206
352,https://companiesmarketcap.com/community-bank-system/marketcap/,206.0,Community Bank System,CBU,$3.45 B,$64.25,$0.22 B,$0.66 B,,2.728,Professionalservices,8712968451453521438
353,https://companiesmarketcap.com/community-bank-system/marketcap/,206.0,Community Bank System,CBU,$3.45 B,$64.25,$0.22 B,$0.66 B,,2.728,Software,6273975210915946900
354,https://companiesmarketcap.com/community-bank-system/marketcap/,206.0,Community Bank System,CBU,$3.45 B,$64.25,$0.22 B,$0.66 B,,2.728,Tech,5392941245537608590
355,https://companiesmarketcap.com/myers-industries/marketcap/,207.0,Myers Industries,MYE,$0.90 B,$24.75,$77.66 M,$0.88 B,,2.725,Pulpandpaper,-6437840659131807937
356,https://companiesmarketcap.com/etsy/marketcap/,208.0,Etsy,ETSY,$16.92 B,$134.67,-$0.65 B,$2.47 B,126.349.250,2.722,Tech,5392941245537608590
357,https://companiesmarketcap.com/etsy/marketcap/,208.0,Etsy,ETSY,$16.92 B,$134.67,-$0.65 B,$2.47 B,126.349.250,2.722,Software,6273975210915946900
358,https://companiesmarketcap.com/trustmark/marketcap/,209.0,Trustmark,TRMK,$2.14 B,$35.16,$0.15 B,$0.55 B,,2.717,Pharmaceuticals,5380718181721596073
359,https://companiesmarketcap.com/trustmark/marketcap/,209.0,Trustmark,TRMK,$2.14 B,$35.16,$0.15 B,$0.55 B,,2.717,Biotech,-6437318974046106094
360,https://companiesmarketcap.com/the-chefs-warehouse/marketcap/,210.0,The Chefs' Warehouse,CHEF,$1.40 B,$36.77,$48.02 M,$2.38 B,,2.712,Insurance,-2611088800210967206
361,https://companiesmarketcap.com/esco-technologies/marketcap/,212.0,ESCO Technologies,ESE,$2.44 B,$94.30,$0.11 B,$0.85 B,,2.7,Restaurantchains,-8690128616648987675
362,https://companiesmarketcap.com/wheels-up/marketcap/,213.0,Wheels Up,UP,$0.36 B,$1.47,-$0.35 B,$1.51 B,,2.7,Food,4721068128442604370
363,https://companiesmarketcap.com/scansource/marketcap/,215.0,ScanSource,SCSC,$0.82 B,$32.37,$0.12 B,$3.61 B,,2.7,MedicalCareFacilities,-1383796583637029543
364,https://companiesmarketcap.com/scansource/marketcap/,215.0,ScanSource,SCSC,$0.82 B,$32.37,$0.12 B,$3.61 B,,2.7,Healthcare,1473658128705581606
365,https://companiesmarketcap.com/seattle-genetics/marketcap/,217.0,Seagen,SGEN,$24.53 B,$132.12,-$0.64 B,$1.86 B,184.792.000,2.675,Dowjones,-3512652547975320346
366,https://companiesmarketcap.com/seattle-genetics/marketcap/,217.0,Seagen,SGEN,$24.53 B,$132.12,-$0.64 B,$1.86 B,184.792.000,2.675,Chemicals,-818748575553705624
367,https://companiesmarketcap.com/natera/marketcap/,218.0,Natera,NTRA,$4.55 B,$41.82,-$0.55 B,$0.77 B,,2.67,Financialservices,3247786743286756867
368,https://companiesmarketcap.com/natera/marketcap/,218.0,Natera,NTRA,$4.55 B,$41.82,-$0.55 B,$0.77 B,,2.67,Banks,-3731527361154377479
369,https://companiesmarketcap.com/dropbox/marketcap/,219.0,Dropbox,DBX,$8.36 B,$23.07,$0.36 B,$2.29 B,358.100.000,2.667,Tech,5392941245537608590
370,https://companiesmarketcap.com/dropbox/marketcap/,219.0,Dropbox,DBX,$8.36 B,$23.07,$0.36 B,$2.29 B,358.100.000,2.667,Telecommunication,-3862064693147789081
371,https://companiesmarketcap.com/marinemax/marketcap/,220.0,MarineMax,HZO,$0.75 B,$34.47,$0.26 B,$2.30 B,,2.666,WasteRecycling,-8067709401467209413
372,https://companiesmarketcap.com/protolabs/marketcap/,221.0,Protolabs,PRLB,$0.74 B,$27.52,$31.75 M,$0.49 B,,2.663,Pharmaceuticals,5380718181721596073
373,https://companiesmarketcap.com/protolabs/marketcap/,221.0,Protolabs,PRLB,$0.74 B,$27.52,$31.75 M,$0.49 B,,2.663,Biotech,-6437318974046106094
374,https://companiesmarketcap.com/monarch-casino-resort/marketcap/,223.0,Monarch Casino & Resort,MCRI,$1.53 B,$80.75,$0.10 B,$0.46 B,,2.65,CruiseLines,4428830636166521774
375,https://companiesmarketcap.com/monarch-casino-resort/marketcap/,223.0,Monarch Casino & Resort,MCRI,$1.53 B,$80.75,$0.10 B,$0.46 B,,2.65,Travel,458727220244788973
376,https://companiesmarketcap.com/extreme-networks/marketcap/,224.0,Extreme Networks,EXTR,$2.51 B,$19.18,$51.76 M,$1.14 B,,2.643,Food,4721068128442604370
377,https://companiesmarketcap.com/agilethought/marketcap/,227.0,AgileThought,AGIL,$0.20 B,$4.20,-$16.46 M,$0.17 B,,2.608,Consumergoods,-4654293209815127527
378,https://companiesmarketcap.com/hostess-brands/marketcap/,229.0,Hostess Brands,TWNK,$3.07 B,$22.93,$0.25 B,$1.31 B,,2.6,Healthcare,1473658128705581606
379,https://companiesmarketcap.com/mrc-global/marketcap/,230.0,MRC Global,MRC,$1.01 B,$12.19,$96 M,$3.18 B,,2.6,Conglomerate,7862095367587665244
380,https://companiesmarketcap.com/vishay-precision-group/marketcap/,231.0,Vishay Precision Group,VPG,$0.56 B,$41.96,$43.84 M,$0.35 B,,2.6,Ridesharing,5515606769584986266
381,https://companiesmarketcap.com/vishay-precision-group/marketcap/,231.0,Vishay Precision Group,VPG,$0.56 B,$41.96,$43.84 M,$0.35 B,,2.6,Internet,-848597773130649638
382,https://companiesmarketcap.com/vishay-precision-group/marketcap/,231.0,Vishay Precision Group,VPG,$0.56 B,$41.96,$43.84 M,$0.35 B,,2.6,Tech,5392941245537608590
383,https://companiesmarketcap.com/vishay-precision-group/marketcap/,231.0,Vishay Precision Group,VPG,$0.56 B,$41.96,$43.84 M,$0.35 B,,2.6,Transportation,-2725400413481745490
384,https://companiesmarketcap.com/premier/marketcap/,232.0,Premier,PINC,$3.99 B,$33.61,$0.25 B,$1.38 B,,2.6,Food,4721068128442604370
385,https://companiesmarketcap.com/shoe-carnival/marketcap/,233.0,Shoe Carnival,SCVL,$0.69 B,$25.73,$0.14 B,$1.28 B,,2.6,Pharmaceuticals,5380718181721596073
386,https://companiesmarketcap.com/shoe-carnival/marketcap/,233.0,Shoe Carnival,SCVL,$0.69 B,$25.73,$0.14 B,$1.28 B,,2.6,Biotech,-6437318974046106094
387,https://companiesmarketcap.com/mesa-air/marketcap/,234.0,Mesa Air,MESA,$88.03 M,$2.42,-$0.24 B,$0.53 B,,2.6,Transportation,-2725400413481745490
388,https://companiesmarketcap.com/alteryx/marketcap/,235.0,Alteryx,AYX,$3.50 B,$50.75,-$0.32 B,$0.72 B,,2.595,SpecialtyVehicles,-5522482237379519668
389,https://companiesmarketcap.com/american-public-education/marketcap/,236.0,American Public Education,APEI,$0.24 B,$12.78,$29.93 M,$0.60 B,,2.59,Retail,2932210656109287952
390,https://companiesmarketcap.com/columbia-care/marketcap/,237.0,Columbia Care,CCHWF,$0.32 B,$0.78,-$0.14 B,$0.52 B,,2.586,Manufacturing,2771886960464485094
391,https://companiesmarketcap.com/columbia-care/marketcap/,237.0,Columbia Care,CCHWF,$0.32 B,$0.78,-$0.14 B,$0.52 B,,2.586,Electronics,-4280093456798597290
392,https://companiesmarketcap.com/columbia-care/marketcap/,237.0,Columbia Care,CCHWF,$0.32 B,$0.78,-$0.14 B,$0.52 B,,2.586,Tech,5392941245537608590
393,https://companiesmarketcap.com/columbia-care/marketcap/,237.0,Columbia Care,CCHWF,$0.32 B,$0.78,-$0.14 B,$0.52 B,,2.586,TechHardware,-5791872359498690370
394,https://companiesmarketcap.com/hill-international/marketcap/,238.0,Hill International,HIL,$0.19 B,$3.40,$10.76 M,$0.40 B,,2.578,Consumergoods,-4654293209815127527
395,https://companiesmarketcap.com/interactive-brokers/marketcap/,239.0,Interactive Brokers,IBKR,$32.18 B,$77.21,$1.84 B,$3.43 B,101.818.667,2.571,Semiconductors,590283686970277566
396,https://companiesmarketcap.com/interactive-brokers/marketcap/,239.0,Interactive Brokers,IBKR,$32.18 B,$77.21,$1.84 B,$3.43 B,101.818.667,2.571,Tech,5392941245537608590
397,https://companiesmarketcap.com/interactive-brokers/marketcap/,239.0,Interactive Brokers,IBKR,$32.18 B,$77.21,$1.84 B,$3.43 B,101.818.667,2.571,TechHardware,-5791872359498690370
398,https://companiesmarketcap.com/united-community-bank/marketcap/,240.0,United Community Bank,UCBI,$4.03 B,$35.10,$0.31 B,$0.80 B,,2.553,Electricity,-800801453892895456
399,https://companiesmarketcap.com/boston-beer-company/marketcap/,242.0,Boston Beer Company,SAM,$4.39 B,$357.66,$0.11 B,$1.99 B,,2.543,Food,4721068128442604370
400,https://companiesmarketcap.com/boston-beer-company/marketcap/,242.0,Boston Beer Company,SAM,$4.39 B,$357.66,$0.11 B,$1.99 B,,2.543,Retail,2932210656109287952
401,https://companiesmarketcap.com/bank-ozk/marketcap/,243.0,Bank OZK,OZK,$4.89 B,$41.65,$0.70 B,$1.18 B,,2.542,Food,4721068128442604370
402,https://companiesmarketcap.com/pc-connection/marketcap/,244.0,PC Connection,CNXN,$1.30 B,$49.76,$0.12 B,$3.19 B,,2.542,Semiconductors,590283686970277566
403,https://companiesmarketcap.com/pc-connection/marketcap/,244.0,PC Connection,CNXN,$1.30 B,$49.76,$0.12 B,$3.19 B,,2.542,Tech,5392941245537608590
404,https://companiesmarketcap.com/pc-connection/marketcap/,244.0,PC Connection,CNXN,$1.30 B,$49.76,$0.12 B,$3.19 B,,2.542,TechHardware,-5791872359498690370
405,https://companiesmarketcap.com/weber/marketcap/,245.0,Weber,WEBR,$2.32 B,$8.09,-$0.22 B,$1.58 B,,2.534,Financialservices,3247786743286756867
406,https://companiesmarketcap.com/weber/marketcap/,245.0,Weber,WEBR,$2.32 B,$8.09,-$0.22 B,$1.58 B,,2.534,Tech,5392941245537608590
407,https://companiesmarketcap.com/weber/marketcap/,245.0,Weber,WEBR,$2.32 B,$8.09,-$0.22 B,$1.58 B,,2.534,Internet,-848597773130649638
408,https://companiesmarketcap.com/weber/marketcap/,245.0,Weber,WEBR,$2.32 B,$8.09,-$0.22 B,$1.58 B,,2.534,Bitcoin,1757249085431543515
409,https://companiesmarketcap.com/rci-hospitality-holdings/marketcap/,246.0,RCI Hospitality Holdings,RICK,$0.87 B,$95.10,$60.13 M,$0.26 B,,2.529,Railways,593276617896207476
410,https://companiesmarketcap.com/rci-hospitality-holdings/marketcap/,246.0,RCI Hospitality Holdings,RICK,$0.87 B,$95.10,$60.13 M,$0.26 B,,2.529,Transportation,-2725400413481745490
411,https://companiesmarketcap.com/rci-hospitality-holdings/marketcap/,246.0,RCI Hospitality Holdings,RICK,$0.87 B,$95.10,$60.13 M,$0.26 B,,2.529,Infrastructure,7432902716785306754
412,https://companiesmarketcap.com/sofi/marketcap/,248.0,SoFi,SOFI,$4.34 B,$5.44,-$0.39 B,$1.40 B,,2.5,Manufacturing,2771886960464485094
413,https://companiesmarketcap.com/genworth-financial/marketcap/,249.0,Genworth Financial,GNW,$2.65 B,$5.34,$1.08 B,$7.22 B,,2.5,Dowjones,-3512652547975320346
414,https://companiesmarketcap.com/genworth-financial/marketcap/,249.0,Genworth Financial,GNW,$2.65 B,$5.34,$1.08 B,$7.22 B,,2.5,Insurance,-2611088800210967206
415,https://companiesmarketcap.com/evertec/marketcap/,250.0,Evertec,EVTC,$2.25 B,$34.51,$0.28 B,$0.61 B,,2.5,Electronics,-4280093456798597290
416,https://companiesmarketcap.com/rayonier-advanced-materials/marketcap/,251.0,Rayonier Advanced Materials,RYAM,$0.42 B,$6.71,$7.71 M,$1.59 B,,2.5,Clothing,-4012403625881737752
417,https://companiesmarketcap.com/rayonier-advanced-materials/marketcap/,251.0,Rayonier Advanced Materials,RYAM,$0.42 B,$6.71,$7.71 M,$1.59 B,,2.5,Retail,2932210656109287952
418,https://companiesmarketcap.com/match-group/marketcap/,252.0,Match Group,MTCH,$12.88 B,$46.13,$0.22 B,$3.20 B,281.314.000,2.5,Engineering,-4107645347768548595
419,https://companiesmarketcap.com/echostar/marketcap/,254.0,EchoStar,SATS,$1.50 B,$18.07,$92.83 M,$1.99 B,,2.5,Buildingmaterials,6318092696281818196
420,https://companiesmarketcap.com/harte-hanks/marketcap/,255.0,Harte Hanks,HHS,$99.15 M,$13.55,$29.99 M,$0.29 B,,2.5,Telecommunicationsequipment,-8592063776107010306
421,https://companiesmarketcap.com/multiplan/marketcap/,256.0,MultiPlan,MPLN,$0.76 B,$1.20,$0.41 B,$1.13 B,,2.5,Semiconductors,590283686970277566
422,https://companiesmarketcap.com/multiplan/marketcap/,256.0,MultiPlan,MPLN,$0.76 B,$1.20,$0.41 B,$1.13 B,,2.5,Electronics,-4280093456798597290
423,https://companiesmarketcap.com/multiplan/marketcap/,256.0,MultiPlan,MPLN,$0.76 B,$1.20,$0.41 B,$1.13 B,,2.5,Tech,5392941245537608590
424,https://companiesmarketcap.com/vse-corp/marketcap/,257.0,VSE Corporation,VSEC,$0.65 B,$50.97,$38.18 M,$0.92 B,,2.5,Usedcarretailer,-6325853402836694818
425,https://companiesmarketcap.com/vse-corp/marketcap/,257.0,VSE Corporation,VSEC,$0.65 B,$50.97,$38.18 M,$0.92 B,,2.5,Carretail,6786009806407624192
426,https://companiesmarketcap.com/vera-bradley/marketcap/,258.0,Vera Bradley,VRA,$0.16 B,$5.45,-$36.83 M,$0.50 B,,2.49,ITservices,6845817224175256592
427,https://companiesmarketcap.com/vera-bradley/marketcap/,258.0,Vera Bradley,VRA,$0.16 B,$5.45,-$36.83 M,$0.50 B,,2.49,Professionalservices,8712968451453521438
428,https://companiesmarketcap.com/corsair-gaming/marketcap/,259.0,Corsair Gaming,CRSR,$1.49 B,$14.89,-$43.16 M,$1.48 B,,2.49,ITservices,6845817224175256592
429,https://companiesmarketcap.com/corsair-gaming/marketcap/,259.0,Corsair Gaming,CRSR,$1.49 B,$14.89,-$43.16 M,$1.48 B,,2.49,Professionalservices,8712968451453521438
430,https://companiesmarketcap.com/ducommun/marketcap/,262.0,Ducommun,DCO,$0.69 B,$57.40,$0.17 B,$0.68 B,,2.48,Steelproducers,4242005143441865998
431,https://companiesmarketcap.com/ducommun/marketcap/,262.0,Ducommun,DCO,$0.69 B,$57.40,$0.17 B,$0.68 B,,2.48,Steelindustry,-54470019612759297
432,https://companiesmarketcap.com/chegg/marketcap/,264.0,Chegg,CHGG,$3.08 B,$24.62,$0.12 B,$0.76 B,,2.464,Retail,2932210656109287952
433,https://companiesmarketcap.com/alpha-and-omega-semiconductor/marketcap/,265.0,Alpha & Omega Semiconductor,AOSL,$0.86 B,$31.39,$0.89 B,$0.79 B,,2.451,Insurance,-2611088800210967206
434,https://companiesmarketcap.com/orion-group-holdings/marketcap/,266.0,orion-group-holdings,ORN,$92.63 M,$2.89,-$15.93 M,$0.71 B,,2.447,Food,4721068128442604370
435,https://companiesmarketcap.com/selective-insurance/marketcap/,267.0,Selective Insurance,SIGI,$5.75 B,$95.43,$0.29 B,$3.49 B,,2.44,Engineering,-4107645347768548595
436,https://companiesmarketcap.com/stepan-company/marketcap/,268.0,Stepan Company,SCL,$2.52 B,$113.42,$0.22 B,$2.75 B,,2.439,Chemicals,-818748575553705624
437,https://companiesmarketcap.com/targa-resources/marketcap/,270.0,Targa Resources,TRGP,$17.06 B,$75.40,$0.99 B,$21.81 B,226.600.000,2.43,Energy,-2882595272621617431
438,https://companiesmarketcap.com/targa-resources/marketcap/,270.0,Targa Resources,TRGP,$17.06 B,$75.40,$0.99 B,$21.81 B,226.600.000,2.43,Electricity,-800801453892895456
439,https://companiesmarketcap.com/targa-resources/marketcap/,270.0,Targa Resources,TRGP,$17.06 B,$75.40,$0.99 B,$21.81 B,226.600.000,2.43,OilGas,7683904390150838630
440,https://companiesmarketcap.com/targa-resources/marketcap/,270.0,Targa Resources,TRGP,$17.06 B,$75.40,$0.99 B,$21.81 B,226.600.000,2.43,Utilitycompanies,-7880188492962909296
441,https://companiesmarketcap.com/mid-america-apartment-communities/marketcap/,271.0,Mid-America Apartment Communities,MAA,$18.97 B,$159.91,$0.64 B,$1.95 B,115.363.000,2.429,Transportation,-2725400413481745490
442,https://companiesmarketcap.com/webster-financial/marketcap/,272.0,Webster Financial,WBS,$8.35 B,$48.01,$0.62 B,$2.08 B,173.868.000,2.424,Energy,-2882595272621617431
443,https://companiesmarketcap.com/webster-financial/marketcap/,272.0,Webster Financial,WBS,$8.35 B,$48.01,$0.62 B,$2.08 B,173.868.000,2.424,OilGas,7683904390150838630
444,https://companiesmarketcap.com/emergent-biosolutions/marketcap/,273.0,Emergent BioSolutions,EBS,$0.66 B,$13.43,$0.15 B,$1.51 B,,2.416,Energy,-2882595272621617431
445,https://companiesmarketcap.com/emergent-biosolutions/marketcap/,273.0,Emergent BioSolutions,EBS,$0.66 B,$13.43,$0.15 B,$1.51 B,,2.416,OilGas,7683904390150838630
